Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Natureza Jurídica;Tipo de Veículo;Veículos Aquáticos;Veículos Terrestre;Línguas;Quantidade de Veículos;Trimestre
FRANCISCA ILMA DE SOUSA LEANDRO;locadoraleandro;20.772.909/0001-75;MICROEMPRESA;05/08/2014;Em Operação;Locadora de Veículos para Turistas;13606-370;SP;Araras;Jardim José Ometto II;Hugo de Campos Martins;- até 768/769;(19)3542-9050;locadoraleandro@outlook.com;locadoraleandro@outlook.com; - ;17/09/2018 13:16:52;17/09/2020 13:16:52;20.772.909/0001-75;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ;Português;0;2020T01
MINEO E DAMASCENO LTDA.;PARATI TURISMO;20.777.721/0001-10;MICROEMPRESA;21/07/2014;Em Operação;Locadora de Veículos para Turistas;86060-440;PR;Londrina;Dom Bosco;Arapongas; - ;(43)3336-2594;contato@parati.tur.br;contato@parati.tur.br; - ;28/11/2018 11:09:57;28/11/2020 11:09:57;20.777.721/0001-10;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
RAUL VERISSIMO MACHADO;RAUL TUR;20.816.051/0001-01;MICROEMPRESA;12/08/2014;Em Operação;Locadora de Veículos para Turistas;79170-000;MS;Sidrolândia; - ;RUA MATO GROSSO 2180; - ;(67)3272-5790;raultur@hotmail.com;raultur@hotmail.com; - ;28/11/2018 10:44:19;28/11/2020 10:44:19;20.816.051/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
L MACARIO SILVA TRANSPORTE E LOCACAO;MACARIO TRANSPORTE E LOCACAO;20.824.914/0001-84;MICROEMPRESA;12/08/2014;Em Operação;Locadora de Veículos para Turistas;12226-040;SP;São José dos Campos;Parque Nova Esperança;João Mariano de Assis; - ;(12)3907-6093;MACARIONILDO@YAHOO.COM.BR;MACARIONILDO@YAHOO.COM.BR; - ;17/01/2019 11:01:33;17/01/2021 11:01:33;20.824.914/0001-84;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
DANTAS & DANTAS LOCACOES E TURISMO LTDA;NASA LOCAÇÕES E TURISMO;20.907.744/0001-00;MICROEMPRESA;25/08/2014;Em Operação;Locadora de Veículos para Turistas;59084-200;RN;Natal;Neópolis;das Alagoas; - ;(84)9938-5530;nasaturismo@outlook.com;nasaturismo@outlook.com; - ;06/08/2018 12:46:58;06/08/2020 12:46:58;20.907.744/0001-00;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol;0;2020T01
JOEDIL TRANSPORTES EIRELI;JOEDIL TRANSPORTES;20.911.943/0001-83;MICROEMPRESA;26/08/2014;Em Operação;Locadora de Veículos para Turistas;37993-000;MG;Capetinga; - ;Sem Logradouro; - ;(35)3521-6565;joeditransportes@gmail.com;joeditransportes@gmail.com; - ;20/08/2018 15:40:27;20/08/2020 15:40:27;20.911.943/0001-83;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Terrestre; - ;Microonibus; - ;1;2020T01
CREUSA CONTI;KEKA TRANSPORTES;20.939.026/0001-07;MICROEMPRESA;29/08/2014;Em Operação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;rua adelino silveira 57;;(67)9997-6906;kekaconti54@gmail.com;kekaconti54@gmail.com; - ;10/09/2019 09:38:29;10/09/2021 09:38:29;20.939.026/0001-07;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
EMPRESA SANTOS & FILHOS LTDA;Empresa Santos ;20.959.789/0001-10;EMPRESA DE PEQUENO PORTE;13/02/1968;Em Operação;Locadora de Veículos para Turistas;35900-117;MG;Itabira;São Pedro;das Rosas;- até 922/923;(31)3831-2278;santos@empresasantos.com.br;santos@empresasantos.com.br; - ;04/09/2018 08:36:07;04/09/2020 08:36:07;20.959.789/0001-10;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
VANZELLA TRANSPORTES E CARGAS LTDA;VANZELLA TRANSPORTADORA;20.983.610/0001-60;MICROEMPRESA;05/09/2014;Em Operação;Locadora de Veículos para Turistas;79102-240;MS;Campo Grande;Jardim Imá;dos Caiabis; - ;(67)3255-3005;auxiliarfinanceiro@vanzellatransportes.com.br;vanzellatransportes@vanzellatransportes.com.br; - ;04/06/2019 09:45:18;04/06/2021 09:45:18;20.983.610/0001-60;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol|Inglês;0;2020T01
MN LOCADORA DE VEICULOS LTDA;MN TRANSPORTE E TURISMO;20.983.966/0001-01;MICROEMPRESA;05/09/2014;Em Operação;Locadora de Veículos para Turistas;28360-000;RJ;Bom Jesus do Itabapoana; - ;RUA PEDRO JOSE DE ALMEIDA, 12;ANEXO;(22)9995-4862;mnlocadora2014@hotmail.com;mnlocadora2014@hotmail.com; - ;14/10/2019 14:49:03;14/10/2021 14:49:03;20.983.966/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
ROCHA EXPRESSO LTDA;ROCHA TURISMO;21.023.945/0001-07;MICROEMPRESA;11/09/2014;Em Operação;Locadora de Veículos para Turistas;65047-540;MA;São Luís;Radional;F; - ;(98)3227-9114;arthosltda@hotmail.com;arthosltda@hotmail.com;www.rochatursimo.net.br;02/01/2019 18:43:06;02/01/2021 18:43:06;21.023.945/0001-07;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
COUTINHO TERRA EIRELI;REDE BRASIL ALUGUEL DE VEICULOS;21.043.390/0001-57;EMPRESA DE PEQUENO PORTE;16/09/2014;Em Operação;Locadora de Veículos para Turistas;76803-745;RO;Porto Velho;São João Bosco;Calama;- de 1663 a 2167 - lado ímpar;(69)3211-7984;FINANCEIRO.PORTOVELHO@RBR.COM.BR;FINANCEIRO.PORTOVELHO@RBR.COM.BR; - ;02/04/2019 13:44:39;02/04/2021 13:44:39;21.043.390/0001-57;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
JMI TRANSPORTES E AUTO SOCORRO LTDA;JMI TUR;21.052.622/0001-33;MICROEMPRESA;12/09/2014;Em Operação;Locadora de Veículos para Turistas;72450-150;DF;Brasília;Setor Leste (Gama);Quadra 15; - ;(61)9914-6068;jmiexecutivo@gmail.com;marcelodmps@hotmail.com; - ;08/08/2019 14:25:04;08/08/2021 14:25:04;21.052.622/0001-33;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
FORT 3 SERVICOS E ESTACIONAMENTO LTDA;FORTE 3;21.061.146/0001-17;EMPRESA DE PEQUENO PORTE;17/09/2014;Em Operação;Locadora de Veículos para Turistas;57051-160;AL;Maceió;Farol;Cônego Machado; - ;(82)9962-0611;HENRIQUEREBELO@GMAIL.COM;HENRIQUEREBELO@GMAIL.COM; - ;17/12/2019 09:51:19;17/12/2021 09:51:19;21.061.146/0001-17;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol;0;2020T01
BIRA VIAGENS LTDA;BIRA TRANSPORTE;21.088.555/0001-07;MICROEMPRESA;22/09/2014;Em Operação;Locadora de Veículos para Turistas;44713-000;BA;Quixabeira; - ;Rua Alto Alegre 60;;(74)3651-1288;valdircontabilidade@terra.com.br;valdircontabilidade@terra.com.br; - ;02/05/2019 10:18:40;02/05/2021 10:18:40;21.088.555/0001-07;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Português;0;2020T01
LENILDO ALVINO FERREIRA;LENILDO TURISMO EVENTOS E LOCACAO;21.090.313/0001-58;MICROEMPRESA;22/09/2014;Em Operação;Locadora de Veículos para Turistas;59010-030;RN;Natal;Praia do Meio;Vinte e Cinco de Dezembro; - ;(84)9889-4891;lenildoturismo@hotmail.com;lenildoturismo@hotmail.com; - ;25/09/2018 12:39:32;25/09/2020 12:39:32;21.090.313/0001-58;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
WILSON TURISMO E LOCACAO EIRELI;WILSON TURISMO;21.090.454/0001-70;MICROEMPRESA;23/09/2014;Em Operação;Locadora de Veículos para Turistas;32235-030;MG;Contagem;Industrial;Doutor Antônio Xavier Almeida; - ;(31)9997-5334;wilsonmturismo@gmail.com;wilsonmturismo@gmail.com; - ;27/05/2019 09:42:07;27/05/2021 09:42:07;21.090.454/0001-70;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Terrestre; - ;Ônibus; - ;3;2020T01
PETROEBANI COMERCIO E SERVICOS EIRELI;PETROEBANI COMERCIO E SERVICOS;21.119.677/0001-13;MICROEMPRESA;17/09/2014;Em Operação;Locadora de Veículos para Turistas;27910-110;RJ;Macaé;Centro;Teixeira de Gouvêa; - ;(22)2142-7681;GERENCIA@PETROEBANI.COM.BR;gerencia@petroebani.com.br; - ;05/10/2018 10:02:33;05/10/2020 10:02:33;21.119.677/0001-13;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
R. DE OLIVEIRA;OLIFRIO;21.138.535/0001-01;MICROEMPRESA;30/09/2014;Em Operação;Locadora de Veículos para Turistas;57083-410;AL;Maceió;Antares;Menino Marcelo;- até 99997/99998;(82)8804-1300;jdgamajr@hotmail.com;jdgamajr@hotmail.com; - ;10/12/2018 11:46:44;10/12/2020 11:46:44;21.138.535/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
R M TUR SOLUCOES EM SERVICOS - EIRELI - EPP;R M TUR;21.177.585/0001-90;EMPRESA DE PEQUENO PORTE;06/10/2014;Em Operação;Locadora de Veículos para Turistas;79076-030;MS;Campo Grande;Jardim Centenário;Barra da Corda; - ;(67)9928-9292;rmturismo.14@outlook.com;rmturismo.14@outlook.com; - ;23/12/2019 12:25:58;23/12/2021 12:25:58;21.177.585/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
COOPERATIVA DOS TRANSPORTES DE PASSAGEIROS, CARGAS E ENCOMENDAS DO RIO GRANDE DO NORTE;COOPTRANS & SERVICE;21.181.668/0001-52;DEMAIS;29/09/2014;Em Operação;Locadora de Veículos para Turistas;59190-000;RN;Canguaretama; - ;rua monte sinai;;(84)9964-1146;ASSEFICNATAL@HOTMAIL.COM;ASSEFICNATAL@HOTMAIL.COM; - ;06/09/2018 08:48:47;06/09/2020 08:48:47;21.181.668/0001-52;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Cooperativa; - ; - ; - ; - ;0;2020T01
VALLE VERDE LOGISTICA LTDA;VALLE VERDE LOGISTICA;21.185.716/0001-80;MICROEMPRESA;07/10/2014;Em Operação;Locadora de Veículos para Turistas;76300-000;GO;Ceres; - ;Sem Logradouro; - ;(62)0929-0903;verdecarceres@outlook.com;verdecarceres@outlook.com; - ;27/02/2020 10:51:54;27/02/2022 10:51:54;21.185.716/0001-80;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
FLEX TRANSPORTES EIRELI;LOCA FLEX;21.197.212/0001-80;MICROEMPRESA;09/10/2014;Em Operação;Locadora de Veículos para Turistas;79100-430;MS;Campo Grande;Vila Alba;Madrí; - ;(67)9923-9313;RODRIGO_TRH@HOTMAIL.COM;RODRIGO_TRH@HOTMAIL.COM; - ;06/12/2018 12:32:25;06/12/2020 12:32:25;21.197.212/0001-80;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
BLL LOGISTICA EIRELI;BLL LOGISTICA;21.260.918/0001-40;MICROEMPRESA;17/10/2014;Em Operação;Locadora de Veículos para Turistas;70701-000;DF;Brasília;Asa Norte;SHN Quadra 1; - ;(61)3326-9776;COMERCIAL@BLLLOGISTICA.COM.BR;COMERCIAL@BLLLOGISTICA.COM.BR; - ;13/04/2020 11:34:37;13/04/2022 11:34:37;21.260.918/0001-40;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
EXODO TRANSPORTES E LOGISTICA EIRELI;EXODO;21.271.579/0001-05;EMPRESA DE PEQUENO PORTE;22/10/2014;Em Operação;Locadora de Veículos para Turistas;63870-000;CE;Boa Viagem; - ;Rua Manoel Araújo Marinho,397;APT 102;(88)9960-6940;exodolss@hotmail.com;exodolss@hotmail.com; - ;07/02/2019 13:11:29;07/02/2021 13:11:29;21.271.579/0001-05;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
2I CONSTRUCOES E INCORPORACOES EIRELI;2I EMPREENDIMENTOS;21.303.343/0001-03;DEMAIS;28/10/2014;Em Operação;Locadora de Veículos para Turistas;59600-970;RN;Alto Calçado;Centro;R CENTRO ESPORTIVO MOSSOROENSE, N 557;BAIRRO SANTA JULIA;(84)9152-5770;ITALOREPRESENTACOES@HOTMAIL.COM;ITALOREPRESENTACOES@HOTMAIL.COM; - ;03/01/2019 13:51:59;03/01/2021 13:51:59;21.303.343/0001-03;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
JJ LOCACAO & SERVICOS LTDA;JJ LOCAÇÃO & SERVIÇOS;21.332.268/0001-09;MICROEMPRESA;30/10/2014;Em Operação;Locadora de Veículos para Turistas;59507-000;RN;Alto do Rodrigues; - ;Sem Logradouro; - ;(84)9653-4449;tomazmelo1@hotmail.com;tomazmelo1@hotmail.com; - ;07/08/2019 09:01:28;07/08/2021 09:01:28;21.332.268/0001-09;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MIRIAM DE F. VIEIRA LOCACAO DE VEICULOS;VIEIRA VANS;21.352.485/0001-52;MICROEMPRESA;06/11/2014;Em Operação;Locadora de Veículos para Turistas;08840-230;SP;Mogi das Cruzes;Vila São Paulo;Luzia dos Santos Cardoso; - ;(11)2378-6827;M3CONTABILIDADE@YAHOO.COM.BR;M3CONTABILIDADE@YAHOO.COM.BR; - ;08/04/2019 13:23:40;08/04/2021 13:23:40;21.352.485/0001-52;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
ED CARLOS DIAS;ED CAR LOCADORA;21.361.371/0001-79;MICROEMPRESA;06/11/2014;Em Operação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;Rua Luiz da Costa Leite, 1404, Centro;;(67)3255-4051;edcarlocadora@outlook.com;edcarlocadora@outlook.com; - ;01/10/2019 10:26:06;01/10/2021 10:26:06;21.361.371/0001-79;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ;Espanhol|Inglês;0;2020T01
CALIXTO XAVIER TRANSPORTE, CONSULTORIA E EMPREENDIMENTOS DE PROJETOS CULTURAIS LTDA;CALIXTO & XAVIER TRANSPORTES E EVENTOS;21.391.041/0001-26;MICROEMPRESA;12/11/2014;Em Operação;Locadora de Veículos para Turistas;37420-000;MG;Cambuquira; - ;DOM SILVERIO;29;(35)3251-2205;RITACONTABILIDADE@YAHOO.COM;RITACONTABILIDADE@YAHOO.COM; - ;26/06/2018 16:05:24;26/06/2020 16:05:24;21.391.041/0001-26;9329-8/99 - OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE ;Sociedade Empresária Limitada; - ; - ; - ;Português;0;2020T01
START LOCADORA DE VEICULOS LTDA;START RENT A CAR;21.407.955/0001-38;EMPRESA DE PEQUENO PORTE;14/11/2014;Em Operação;Locadora de Veículos para Turistas;52070-100;PE;Recife;Casa Amarela;Evaristo da Veiga; - ;(81)9977-0050;START@STARTLOCADORA.COM.BR;START@STARTLOCADORA.COM.BR;www.startlocadora.com.br;18/04/2018 07:40:52;18/04/2020 07:40:52;21.407.955/0001-38;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
ATLANTA ESTRUTURAS E EVENTOS EIRELI;ATLANTA ESTRUTURAS E EVENTOS;21.416.143/0001-59;MICROEMPRESA;17/11/2014;Em Implantação;Locadora de Veículos para Turistas;39560-000;MG;Salinas; - ;Conego benicio;;(38)9968-8446;ATHENASCONTABIL@IG.COM.BR;ATHENASCONTABIL@IG.COM.BR; - ;23/01/2020 11:52:30;23/01/2022 11:52:30;21.416.143/0001-59;9329-8/99 - OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Espanhol|Inglês;0;2020T01
JOSECILDA MARIA SOUSA DOS SANTOS;POUSADA DA JOSY;21.440.489/0001-92;MICROEMPRESA;20/11/2014;Em Operação;Locadora de Veículos para Turistas;62766-000;CE;Guaramiranga; - ;RUA CEL BATISTA DE QUEIROZ, 374, CENTRO; - ;(85)3321-1328;pousadadajosy@gmail.com;pousadadajosy@gmail.com;https://pousadadajosy.com.br/;22/03/2019 13:35:26;22/03/2021 13:35:26;21.440.489/0001-92;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
VIACAO MARREIRA LTDA;VIACAO MARREIRA;21.463.570/0001-98;MICROEMPRESA;25/11/2014;Em Operação;Locadora de Veículos para Turistas;79540-000;MS;Cassilândia;Kennedy;AV:PRESIDENTE DUTRA 2860; - ;(67)9811-1215;viacaomarreira@outlook.com;fran.gil2012@live.com; - ;04/04/2018 10:25:27;04/04/2020 10:25:27;21.463.570/0001-98;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
FOB LOCACAO DE BENS E TRANSPORTES LTDA;FOB LOCACAO E SERVICOS;21.481.712/0001-40;MICROEMPRESA;27/11/2014;Em Operação;Locadora de Veículos para Turistas;69043-004;AM;Manaus;Alvorada;Camafen; - ;(92)3231-1463;LOCAM.AM@HOTMAIL.COM;LOCAM.AM@HOTMAIL.COM; - ;03/04/2019 14:50:33;03/04/2021 14:50:33;21.481.712/0001-40;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
JOSE LUIS S CRUZ EIRELI;J L SILVA CRUZ;21.489.343/0001-31;MICROEMPRESA;28/11/2014;Em Operação;Locadora de Veículos para Turistas;79500-000;MS;Paranaíba; - ;Avenida Engenheiro Marcelo Miranda Soares, 800; - ;(67)3669-3500;zeluis51@hotmail.com;zeluis51@hotmail.com; - ;16/07/2018 10:37:01;16/07/2020 10:37:01;21.489.343/0001-31;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
TRANSFREITAS LOCADORA E TURISMO LTDA;FREITASTOUR;21.513.740/0001-00;MICROEMPRESA;03/12/2014;Em Operação;Locadora de Veículos para Turistas;21221-020;RJ;Rio de Janeiro;Vila Kosmos;Godofredo Silva;245/202;(21)3459-9305;freitastour@yahoo.com;freitastour@yahoo.com; - ;15/05/2018 12:24:22;15/05/2020 12:24:22;21.513.740/0001-00;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
RENATA MATIAS DA SILVA LOCADORA;ELITE LOCADORA;21.514.132/0001-01;MICROEMPRESA;03/12/2014;Em Operação;Locadora de Veículos para Turistas;11730-000;SP;Mongaguá; - ;av sorocabana  6032;;(11)9407-6659;renata.matias1212@gmail.com;renata.matias1212@gmail.com; - ;27/02/2019 13:33:31;27/02/2021 13:33:31;21.514.132/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
LOC BUS LOCADORA EIRELI;LOC BUS;21.522.023/0001-36;MICROEMPRESA;04/12/2014;Em Operação;Locadora de Veículos para Turistas;23045-200;RJ;Rio de Janeiro;Campo Grande;Acreúna; - ;(21)2406-4098;IMPERIALNET@OI.COM.BR;IMPERIALNET@OI.COM.BR; - ;22/07/2019 12:12:53;22/07/2021 12:12:53;21.522.023/0001-36;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
ARILSON VIAGENS E LOCACOES LTDA;ARILSON TOUR;21.526.715/0001-52;MICROEMPRESA;05/12/2014;Em Operação;Locadora de Veículos para Turistas;49800-000;SE;Porto da Folha; - ;Sem Logradouro; - ;(79)3349-1372;arilsontour@gmail.com;arilsontour@gmail.com; - ;16/09/2019 18:09:26;16/09/2021 18:09:26;21.526.715/0001-52;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
VETOR - PROJETOS, SERVICOS E LOCACOES EIRELI;VETOR8;21.542.143/0001-03;MICROEMPRESA;09/12/2014;Em Operação;Locadora de Veículos para Turistas;31270-740;MG;Belo Horizonte;São Luiz;Padre Silveira Lobo;610;(31)9439-9995;ATN2@BOL.COM.BR;ATN2@BOL.COM.BR; - ;04/12/2019 14:34:39;04/12/2021 14:34:39;21.542.143/0001-03;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
AMPARO SERVICOS E EMPREENDIMENTOS EIRELI;AMPARO SERVICOS E EMPREENDIMENTOS;21.554.165/0001-85;MICROEMPRESA;11/12/2014;Em Operação;Locadora de Veículos para Turistas;63145-000;CE;Tarrafas; - ;RUA MARIA LUIZA LEITE SANTOS;;(88)9251-1141;AMPAROSERVICOS@HOTMAIL.COM;AMPAROSERVICOS@HOTMAIL.COM; - ;23/04/2018 11:10:35;23/04/2020 11:10:35;21.554.165/0001-85;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Português;0;2020T01
VITORIA REGIA RENT A CAR LTDA;VITORIA REGIA RENT A CAR;21.574.407/0001-00;MICROEMPRESA;15/12/2014;Em Operação;Locadora de Veículos para Turistas;45810-000;BA;Porto Seguro;Cigana;R das Azaleias;Lote 01 a 05 - 10, 11, 13 e 14;(73)3162-5350;tuane@vrah.com.br;tuane@vrah.com.br;www.vrah.com.br;19/11/2018 17:25:50;19/11/2020 17:25:50;21.574.407/0001-00;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol;0;2020T01
SILVATUR BUZIOS EIRELI;SILVATUR BUZIOS;21.587.454/0001-80;MICROEMPRESA;18/12/2014;Em Operação;Locadora de Veículos para Turistas;28950-000;RJ;Armação dos Búzios; - ;Sem Logradouro; - ;(22)9992-1960;fabianacoelho.bz@hotmail.com.br;fabianacoelho.bz@hotmail.com.br; - ;05/06/2018 14:52:15;05/06/2020 14:52:15;21.587.454/0001-80;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
ALIANZA LOCADORA DE VEICULOS LTDA;Alianza Locadora de Veículos;21.614.442/0001-06;EMPRESA DE PEQUENO PORTE;30/12/2014;Em Operação;Locadora de Veículos para Turistas;13690-000;SP;Descalvado; - ;Avenida Guerino Oswaldo, 138;Sala A;(19)3583-2277;heber@alianzalocadora.com.br;heber@alianzalocadora.com.br;http://www.alianzalocadora.com.br;25/03/2020 11:13:13;25/03/2022 11:13:13;21.614.442/0001-06;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Português;0;2020T01
EXECUTIVE LOCADORA DE VEICULOS EIRELI;Executive Locadora de Veículos Eirelli;21.632.598/0001-01;MICROEMPRESA;07/01/2015;Em Operação;Locadora de Veículos para Turistas;31310-050;MG;Belo Horizonte;São Luiz;Expedicionário José Assumpção dos Anjos; - ;(31)3417-5333;executivelocadorabh@gmail.com;executivelocadorabh@gmail.com; - ;04/03/2020 17:38:23;04/03/2022 17:38:23;21.632.598/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
GBBS LOG EIRELI;SEGBEM;21.666.189/0001-26;MICROEMPRESA;13/01/2015;Em Operação;Locadora de Veículos para Turistas;68707-000;PA;Primavera; - ;Rodovia PA 446;KM 01, S/Nº;(91)9161-8688;EDKOPP@HOTMAIL.COM;EDKOPP@HOTMAIL.COM; - ;06/01/2020 13:14:44;06/01/2022 13:14:44;21.666.189/0001-26;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
